Pri_dMass,Pri_dTidaLQ,Sec_dMass,Sec_dTidalQ,Pri_LockTime,Sec_LockTime,Age,Pri_ProtInitial,Pri_ProtAge,Pri_ProtFinal,Sec_ProtInitial,Sec_ProtAge,Sec_ProtFinal,Initial_Ecc,Final_Ecc,Age_Ecc,Initial_Porb,Final_Porb,Age_Porb,Initial_Peq,Final_Peq,Age_Peq
0.217941,9309890.0,0.102802,8558380.0,-3.170577045022194e-08,-3.170577045022194e-08,4251773766.7863693,1.85504,44.962297,62.429002,0.871764,35.636793,57.819071,0.241218,0.241218,0.24122,22.619,22.619057,22.619218,15.079333,15.079371,15.079479
0.202828,269231.0,0.167367,5915240.0,-3.170577045022194e-08,-3.170577045022194e-08,1066112687.3604789,7.69245,9.901736,69.715756,3.95493,3.831455,66.990787,0.181222,0.181222,0.181222,67.6602,67.660438,67.660346,67.6602,67.660438,67.660346
0.918449,1876450.0,0.309986,303970.0,-3.170577045022194e-08,-3.170577045022194e-08,6969328099.401367,0.940074,53.578112,53.73244,1.92322,72.981859,73.194887,0.027158,0.027159,0.027159,85.092,85.092885,85.09288,85.092,85.092885,85.09288
0.651931,7204720.0,0.121581,5605350.0,-3.170577045022194e-08,-3.170577045022194e-08,3455097048.661566,2.66153,48.626663,70.567146,8.75604,42.551417,67.914656,0.059585,0.059585,0.059585,41.5117,41.511607,41.511806,41.5117,41.511607,41.511806
0.120247,373812.0,0.117663,7027410.0,-3.170577045022194e-08,-3.170577045022194e-08,4162823484.6623487,0.888867,37.092719,53.124417,2.2381,41.983365,63.927496,0.023486,0.023486,0.023487,32.5209,32.521371,32.521569,32.5209,32.521371,32.521569
0.493869,602523.0,0.296811,5343420.0,-3.170577045022194e-08,-3.170577045022194e-08,5671725502.747552,0.859374,65.657768,74.908066,5.04724,62.315594,71.068832,0.131059,0.131059,0.131059,84.181,84.181346,84.181309,84.181,84.181346,84.181309
0.648118,2078770.0,0.334174,8261850.0,-3.170577045022194e-08,-3.170577045022194e-08,6270587145.035764,9.66174,69.346387,73.350034,1.58005,64.074796,68.827943,0.19152,0.19152,0.19152,97.8158,97.815963,97.815961,97.8158,97.815963,97.815961
0.79926,3008370.0,0.23953,6000840.0,-3.170577045022194e-08,-3.170577045022194e-08,1072490539.6518412,0.973587,19.511177,29.34658,4.46996,6.81002,46.388697,0.097696,0.097522,0.097705,21.1533,21.136607,21.156755,21.1533,21.136609,21.156755
0.873276,5135070.0,0.643812,3212480.0,-3.170577045022194e-08,-3.170577045022194e-08,2669242336.3788195,2.53325,33.017751,55.903012,2.04332,41.877051,73.090739,0.079886,0.079887,0.079887,87.1505,87.150914,87.150652,87.1505,87.150914,87.150652
0.119036,2878660.0,0.112732,6482630.0,-3.170577045022194e-08,-3.170577045022194e-08,3625957262.222858,1.50987,34.000102,63.246574,6.51782,42.138581,68.362831,0.004024,0.004024,0.004024,97.7162,97.716204,97.716203,97.7162,97.716204,97.716203
